,iou,detect
TCGA_HT_A61A_20000127_87.tif,100,All_TN
TCGA_HT_A61A_20000127_88.tif,100,All_TN
TCGA_HT_A61A_20000127_9.tif,100,All_TN
TCGA_HT_A61B_19991127_1.tif,100,All_TN
TCGA_HT_A61B_19991127_10.tif,100,All_TN
TCGA_HT_A61B_19991127_11.tif,100,All_TN
TCGA_HT_A61B_19991127_12.tif,100,All_TN
TCGA_HT_A61B_19991127_13.tif,100,All_TN
TCGA_HT_A61B_19991127_14.tif,100,All_TN
TCGA_HT_A61B_19991127_15.tif,100,All_TN
TCGA_HT_A61B_19991127_16.tif,100,All_TN
TCGA_HT_A61B_19991127_17.tif,100,All_TN
TCGA_HT_A61B_19991127_18.tif,100,All_TN
TCGA_HT_A61B_19991127_19.tif,100,All_TN
TCGA_HT_A61B_19991127_2.tif,100,All_TN
TCGA_HT_A61B_19991127_20.tif,100,All_TN
TCGA_HT_A61B_19991127_21.tif,100,All_TN
TCGA_HT_A61B_19991127_22.tif,100,All_TN
TCGA_HT_A61B_19991127_23.tif,100,All_TN
